epoch,loss,accuracy
0,1.9193289279937744,100.0
10,4.524470806121826,24.2774561047554
20,4.25075626373291,30.05780279636383
30,4.148688793182373,36.994218826293945
40,4.091976642608643,36.41618490219116
50,4.065450668334961,32.947975397109985
60,3.983957529067993,36.41618490219116
70,3.925586462020874,34.682080149650574
80,3.9211747646331787,35.260117053985596
90,3.851414918899536,38.15028965473175
99,3.8269176483154297,36.41618490219116
