,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49,z50,z51,z52,z53,z54,z55,z56,z57,z58,z59,z60,z61,z62,z63,z64,z65,z66,z67,z68,z69,z70,z71,z72,z73,z74,z75,z76,z77,z78,z79,z80,z81,z82,z83,z84,z85,z86,z87,z88,z89,z90,z91,z92,z93,z94,z95,z96,z97,z98,z99,z100,z101,z102,z103,z104,z105,z106,z107,z108,z109,z110,z111,z112,z113,z114,z115,z116,z117,z118,z119,z120,z121,z122,z123,z124,z125,z126,z127,z128,z129,z130,z131,z132,z133,z134,z135,z136,z137,z138,z139,z140,z141,z142,z143,z144,z145,z146,z147,z148,z149,z150,z151,z152,z153,z154,z155,z156,z157,z158,z159,z160,z161,z162,z163,z164,z165,z166,z167,z168,z169,z170,z171,z172,z173,z174,z175,z176,z177,z178,z179,z180,z181,z182,z183,z184,z185,z186,z187,z188,z189,z190,z191,z192,z193,z194,z195,z196,z197,z198,z199
TCGA-3A-A9IS-01,0.0,0.0,0.0,0.0,0.02093841,0.0,0.0367598,0.0,0.035493936,0.0,0.06575695,0.043336708,0.08305296,0.0,0.0,0.0,0.0,0.1031811,0.11671862,0.0,0.012624929,0.0703734,0.10675905,0.028559623,0.0,0.40449616,0.0,0.021384608,0.0,0.16390622,0.0,0.0,0.0,0.054624405,0.09480476,0.068108216,0.058443565,0.14227289,0.15561831,0.07476528,0.0,0.0,0.079312526,0.0,0.0,0.20715654,0.0,0.07222901,0.0,0.06576533,0.0,0.0,0.037993096,0.17289989,0.21399389,0.0,0.0,0.0,0.080490746,0.12281098,0.070533946,0.0,0.14907593,0.004790911,0.03343456,0.0,0.0,0.0,0.091466784,0.07129535,0.0,0.0,0.014850089,0.018539226,0.0,0.0,0.0,0.0,0.0,0.027834697,0.0,0.11386002,0.14533907,0.0,0.14123231,0.0,0.056949086,0.0,0.0,0.0,0.023577059,0.0,0.080767415,0.0,0.0,0.020685272,0.0,0.0,0.18040715,0.0,0.08350978,0.0054443455,0.0,0.0,0.0,0.12213298,0.04621169,0.0055109584,0.034011014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016184391,0.0,0.0,0.0,0.0,0.0,0.0,0.14022937,0.0,0.16050307,0.14461909,0.0,0.0,0.0447937,0.022339206,0.0,0.0,0.0,0.0,0.15374887,0.0,0.0,0.0,0.08926312,0.00952583,0.0,0.118617006,0.10102415,0.0,0.0,0.052909985,0.0,0.026315851,0.12335334,0.0,0.0,0.0,0.035741232,0.07895607,0.15155362,0.0014343511,0.0,0.0,0.12920058,0.0,0.0,0.10838309,0.0,0.0,0.0,0.0,0.03862147,0.0,0.0,0.0004537996,0.007465123,0.0,0.0,0.041824598,0.0,0.0017018616,0.21380094,0.03225462,0.17886855,0.0,0.0,0.0,0.11503802,0.051997285,0.004401495,0.048559166,0.0,0.0,0.0,0.0,0.044469517,0.04450411,0.17759171,0.09206427,0.0,0.105157666
TCGA-3A-A9IU-01,0.0,0.0,0.0,0.0,0.03149112,0.06667279,0.0022830209,0.0041399384,0.07625245,0.06734649,0.0205849,0.06362109,0.0,0.009560068,0.0,0.0,0.0,0.0,0.11202133,0.06648571,0.11716975,0.0,0.0,0.0,0.04813883,0.096896455,0.033491433,0.101155944,0.021711228,0.04230042,0.0,0.050510436,0.0,0.023499155,0.0,0.0475477,0.19875903,0.084310785,0.05045692,0.0,0.0,0.0,0.0044539818,0.0,0.0,0.0,0.0,0.043529145,0.14083874,0.028582776,0.0,0.0,0.0,0.086545356,0.077879615,0.0,0.0,0.161108,0.0016142769,0.0,0.15968114,0.0,0.053036306,0.0,0.030514972,0.10116511,0.11925664,0.10129481,0.0097665675,0.0,0.0,0.0,0.0,0.16607389,0.067873634,0.0,0.03669701,0.0,0.0,0.08299938,0.0,0.213919,0.08533969,0.0063762823,0.11204837,0.0,0.13908178,0.0,0.053898674,0.037985988,0.0,0.0,0.029496342,0.10963291,0.04374366,0.076071955,0.0,0.0,0.17369068,0.0,0.0,0.0,0.0,0.056998458,0.029711138,0.0,0.0,0.0,0.09471331,0.010736209,0.0,0.0,0.0,0.013190811,0.0030773936,0.0,0.17170267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0603495,0.0,0.14297964,0.0,0.0940047,0.17102312,0.08175654,0.0,0.023051985,0.06056744,0.0,0.0,0.096415095,0.0,0.0,0.0,0.0,0.0038262692,0.06490248,0.0,0.010821902,0.31543642,0.04789885,0.0,0.09926455,0.0,0.0,0.15756905,0.0,0.15738262,0.0949034,0.064786,0.09649136,0.0,0.0,0.10996188,0.0,0.0,0.0,0.0,0.0,0.11850892,0.0,0.0,0.030688822,0.04708344,0.0,0.0,0.031629026,0.0,0.11177892,0.0,0.0,0.06299895,0.21678765,0.0,0.06467726,0.0,0.0,0.0034189357,0.0,0.0,0.031690218,0.13358568,0.0,0.0,0.09858442,0.0,0.10950244,0.0,0.0,0.30570576,0.050393168,0.12081007,0.0,0.0
TCGA-3A-A9IV-01,0.0,0.0,0.0,0.0,0.046896987,0.0,0.02504003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011520526,0.039363306,0.0,0.008876065,0.08913298,0.033371072,0.0,0.11340376,0.38614577,0.14080437,0.0,0.0036561962,0.10651522,0.0,0.071147144,0.0,0.027334182,0.044330098,0.101187706,0.010755971,0.07815897,0.19179232,0.0,0.0,0.026824059,0.18277143,0.0,0.0,0.1993324,0.0,0.13217302,0.071342945,0.12260578,0.12486294,0.0,0.0,0.0929126,0.12525845,0.0,0.12171548,0.0,0.10370365,0.01329383,0.039740577,0.0,0.0,0.108536445,0.016077751,0.0,0.05867282,0.0,0.0,0.0,0.0,0.0,0.043132216,0.015201352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11814685,0.05470455,0.0,0.16953671,0.0,0.0,0.0,0.0,0.0,0.010639843,0.0,0.023399165,0.09208956,0.0,0.0,0.16887572,0.0,0.01272107,0.0,0.014465608,0.020452129,0.0,0.0,0.0,0.0,0.054429792,0.0104229525,0.044375755,0.00033042746,0.0,0.0,0.0,0.0016524119,0.025140364,0.07610968,0.0,0.0,0.0,0.08254917,0.0,0.02189613,0.0,0.0,0.017618408,0.0,0.09929692,0.0,0.21033321,0.0733302,0.0,0.0,0.01787858,0.09184679,0.0,0.0,0.0,0.0,0.103660375,0.0,0.04719503,0.032238264,0.0,0.019110402,0.0,0.17418066,0.08146044,0.0,0.0,0.06600944,0.0,0.0,0.07315023,0.047911394,0.03027854,0.0,0.07701459,0.017375158,0.24117817,0.0,0.0,0.0,0.0,0.0,0.0,0.12200402,0.0,0.0,0.0,0.044796124,0.0,0.18362345,0.051390484,0.057771202,0.0,0.0,0.0,0.0,0.0,0.0,0.265726,0.11691014,0.1470072,0.03145186,0.0,0.1540263,0.04472097,0.08040665,0.0,0.0,0.10285869,0.0,0.09664613,0.0,0.057217304,0.0,0.111735605,0.021330135,0.0,0.0633006
TCGA-3A-A9IX-01,0.0,0.03665977,0.0,0.0,0.058017224,0.0075024646,0.13009293,0.04051837,0.0,0.0,0.107477486,0.0,0.0070195217,0.039665014,0.0,0.0,0.0,0.113141574,0.0,0.0,0.15811138,0.0,0.137413,0.0,0.055790335,0.066395685,0.012810254,0.10018416,0.0,0.053043265,0.0,0.12614135,0.0,0.044099215,0.0,0.031224605,0.1646062,0.0,0.0,0.0,0.04074352,0.0,0.18803956,0.0,0.12050234,0.0,0.0,0.09065843,0.0,0.14067219,0.0,0.09559037,0.049809918,0.13049169,0.12639146,0.0,0.0,0.02867136,0.15012754,0.0,0.07327639,0.0,0.041404635,0.13833222,0.0,0.0,0.0,0.097129196,0.0,0.0006777893,0.0,0.0,0.0,0.012270789,0.0,0.0967839,0.06672252,0.0,0.0,0.0,0.0,0.09643658,0.09756067,0.009227791,0.0,0.0,0.002909616,0.0,0.0046280744,0.12229386,0.051530525,0.0,0.09442092,0.05040694,0.0,0.10139703,0.027786257,0.0,0.14560848,0.0,0.027106049,0.0,0.0,0.0,0.0,0.010425893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14563264,0.0,0.002344927,0.0,0.0,0.0,0.0,0.10828624,0.0,0.0,0.0,0.18023507,0.0,0.0,0.0,0.2208598,0.17094883,0.0,0.0,0.0,0.23108794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043070647,0.09139764,0.0,0.0,0.26201782,0.05502463,0.0,0.06066915,0.011358015,0.0,0.12839846,0.06418612,0.08424238,0.0,0.0,0.0,0.0,0.0,0.15151978,0.0,0.026983788,0.0,0.0,0.0,0.0,0.0,0.10364695,0.023660474,0.026315099,0.09046609,0.0,0.0,0.0,0.051150646,0.0,0.0,0.05924214,0.0,0.0,0.17434591,0.06437384,0.1879266,0.014985543,0.039366584,0.0,0.21050595,0.060355693,0.14822423,0.0,0.0,0.0,0.024559082,0.041817963,0.0,0.20907386,0.09168649,0.08765599,0.0,0.0
TCGA-3A-A9IZ-01,0.10420282,0.046165213,0.0,0.0,0.0,0.085192755,0.0,0.008603921,0.0,0.093508884,0.12802103,0.02190814,0.09036738,0.0,0.031085473,0.0,0.10136441,0.031669326,0.0,0.1147276,0.0127627645,0.0,0.0,0.100207955,0.02604853,0.15823676,0.0,0.16987197,0.0,0.113075994,0.0,0.0,0.0,0.060689162,0.0,0.16637503,0.15842943,0.10979559,0.2103032,0.0,0.043120064,0.0,0.0,0.0,0.0,0.00769503,0.0,0.0,0.0,0.14189894,0.0,0.07440552,0.14822593,0.012512283,0.08186949,0.0,0.0,0.13749269,0.0,0.022903208,0.11151607,0.0,0.04654809,0.0409457,0.079208635,0.0,0.15834673,0.009578521,0.10803762,0.09977031,0.0,0.11322188,0.0,0.041621804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05848171,0.0,0.026073255,0.03625959,0.0,0.0,0.11948601,0.08511858,0.0,0.0,0.1485327,0.13458547,0.0,0.0,0.0,0.0,0.17255564,0.0,0.0,0.052109413,0.0,0.02905158,0.0069958763,0.0,0.12344038,0.0005407919,0.003393389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020614725,0.0,0.0,0.060516804,0.0,0.0,0.0,0.01846653,0.0,0.0,0.22646157,0.0,0.113525726,0.012533082,0.0,0.052846726,0.09821624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24862601,0.0,0.0,0.046256263,0.0,0.0,0.024565825,0.11279722,0.00149217,0.14701554,0.19500056,0.084729046,0.0076068537,0.0,0.0041462104,0.06636956,0.0,0.0042978884,0.082220435,0.0,0.0,0.16243574,0.0,0.05227949,0.043954086,0.0,0.0,0.023701884,0.0,0.08961795,0.0,0.0,0.11203968,0.04413982,0.0,0.10648025,0.0,0.028223164,0.12379788,0.0,0.0,0.20348482,0.0724969,2.0725212e-05,0.0,0.0,0.0,0.057716724,0.0,0.0,0.21511497,0.1727389,0.0,0.0,0.1020915
TCGA-3A-A9J0-01,0.0,0.08334655,0.0,0.0,0.0,0.0,0.0,0.0,0.110393815,0.03207909,0.0,0.07190587,0.0,0.0,0.0,0.109927274,0.0,0.0,0.0,0.14734945,0.0,0.013766204,0.09365665,0.0,0.009048174,0.21407168,0.020465711,0.0,0.0,0.03796763,0.0,0.025034558,0.0,0.006457723,0.0,0.0,0.07580429,0.0,0.08549442,0.0,0.0,0.0,0.033589415,0.0,0.0,0.111392505,0.0,0.11594596,0.035376277,0.020403555,0.10023206,0.0,0.020614227,0.1452478,0.06770699,0.0,0.059244227,0.0007800629,0.013050413,0.0,0.19710095,0.0,0.030398322,0.0,0.20284021,0.0,0.018620122,0.008970512,0.020478683,0.07829294,0.0,0.0,0.016455457,0.12483284,0.0,0.0,0.0,0.0,0.03482609,0.035655744,0.0,0.1321687,0.0036261429,0.0,0.0,0.0,0.0,0.017127724,0.030128872,0.013588947,0.0,0.0,0.0,0.11241591,0.23020884,0.0,0.0,0.0,0.07743514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037943216,0.0,0.18081461,0.0,0.0,0.0,0.0,0.02617247,0.0,0.0,0.101810805,0.0,0.0,0.11656814,0.0,0.0,0.0,0.0,0.0,0.0,0.15861823,0.0,0.11651093,0.0,0.0,0.0015699818,0.055852383,0.12914719,0.0,0.0035957831,0.06733613,0.0,0.0,0.042459108,0.0,0.032851137,0.032846753,0.0,0.0,0.09210909,0.09152099,0.0,0.0,0.0,0.0,0.0,0.02042482,0.14690584,0.0,0.006536815,0.25998244,0.015763173,0.0,0.15046652,0.055829678,0.0,0.0,0.003735428,0.0,0.0,0.04792963,0.02945824,0.057136536,0.24539557,0.0,0.0,0.26974687,0.0,0.0037070494,0.0,0.0,0.0,0.032256927,0.0,0.13637584,0.0,0.0,0.09502115,0.05680603,0.121699125,0.0,0.20667034,0.0,0.0,0.013033654,0.0,0.0,0.18426427,0.0,0.059965394,0.22732696,0.0,0.0,0.17339173
TCGA-3E-AAAY-01,0.023828257,0.04262598,0.0,0.0,0.0,0.062880866,0.16499628,0.0,0.10440696,0.0,0.0,0.0,0.0107391635,0.034857508,0.035859633,0.0,0.0,0.0,0.0,0.0,0.14733864,0.013019589,0.0,0.0,0.04769283,0.11957143,0.027683724,0.0,0.0,0.0,0.13593075,0.03795789,0.0,0.10230155,0.0,0.04067739,0.037975647,0.0,0.13019234,0.0,0.0,0.0,0.0,0.0,0.031856425,0.020889191,0.0,0.0,0.084060445,0.060526673,0.0,0.01735379,0.064102344,0.0,0.12195014,0.0,0.0017890659,0.1849191,0.014801253,0.0,0.15943377,0.0,0.0,0.12242407,0.31639385,0.0,0.0,0.13956408,0.0,0.17705503,0.0,0.0,0.0,0.0,0.18876801,0.0,0.005383107,0.14279866,0.063607864,0.0,0.0,0.13809174,0.02151758,0.0,0.0,0.0,0.0,0.0,0.038763396,0.0,0.09312935,0.017267872,0.14644061,0.082759224,0.06878906,0.12330956,0.0,0.0,0.18682776,0.0,0.0,0.10264411,0.056873925,0.0,0.036677547,0.15960403,0.081090875,0.0,0.0,0.0,0.0,0.0,0.0070656245,0.0,0.0,0.14219305,0.0,0.0,0.0,0.0,0.0,0.0031222925,0.0,0.0,0.0,0.0,0.0,0.0,0.15947516,0.053827614,0.0,0.0,0.0,0.017501267,0.0,0.0,0.12256627,0.0,0.0,0.0,0.0,0.0,0.021304067,0.0,0.0,0.13626309,0.037577223,0.0,0.0,0.0,0.0,0.12433842,0.031376466,0.04037636,0.08774467,0.03283384,0.0,0.0,0.0,0.20312297,0.07781203,0.0,0.0,0.0,0.0,0.024278188,0.08217598,0.0,0.0,0.14095235,0.051498808,0.0,0.0,0.040299937,0.17347214,0.0,0.0,0.12995584,0.02237119,0.052860685,0.21994169,0.0,0.077257,0.0,0.0,0.0,0.12487086,0.0,0.09098033,0.0,0.0,0.0,0.0,0.0,0.04361252,0.0920744,0.18478051,0.15037726,0.0,0.0
TCGA-3E-AAAZ-01,0.0,0.0,0.0,0.0,0.011928906,0.06197786,0.0,0.0,0.076783314,0.11596398,0.0,0.0,0.15823294,0.0,0.0,0.0,0.0,0.115314394,0.020032272,0.0,0.0,0.0,0.0,0.0,0.24974579,0.089585,0.030575622,0.0,0.039634738,0.027598988,0.0,0.09251499,0.0,0.0,0.0,0.0,0.0,0.0,0.17543955,0.0,0.036946125,0.0,0.0,0.0,0.0,0.046644904,0.0,0.04532748,0.091017716,0.12282045,0.01822737,0.05825646,0.0,0.06066505,0.0011198685,0.0,0.0,0.07162137,0.053575728,0.0,0.08332291,0.0,0.08106172,0.10136268,0.17484388,0.118299685,0.16584975,0.068300664,0.021676628,0.0,0.15960017,0.0,0.0,0.0,0.03835668,0.011204371,0.0,0.0,0.110049225,0.0,0.0,0.0,0.15239146,0.0,0.0,0.0,0.07130662,0.06354397,0.010955147,0.18653291,0.0,0.0,0.0,0.050641194,0.14377667,0.068277575,0.0,0.0,0.16365144,0.0,0.0,0.0,0.051447168,0.0,0.0,0.03044078,0.088143714,0.0,0.17211062,0.0,0.0,0.08488573,0.040916145,0.0,0.0,0.08789494,0.0,0.0,0.0,0.0,0.0,0.01297305,0.052038662,0.0,0.113951445,0.06624026,0.0,0.0,0.07784742,0.0,0.0,0.04233722,0.22334898,0.017614257,0.0,0.0,0.0,0.0,0.0,0.0,0.18361099,0.20672415,0.0,0.0,0.0,0.29288092,0.0020980353,0.0,0.0,0.0,0.0,0.05117892,0.08847418,0.021922335,0.0,0.0,0.0,0.017574996,0.0,0.085632116,0.117890164,0.0,0.0,0.12185298,0.0,0.0,0.0,0.0,0.040419273,0.0,0.06831788,0.0,0.05886796,0.027747866,0.17488943,0.0,0.0,0.0,0.13849117,0.0,0.08999882,0.0,0.037493806,0.0,0.0,0.0,0.0,0.0,0.10912884,0.0,0.028194755,0.0,0.0,0.14616565,0.0,0.10030115,0.21502167,0.076938696,0.0,0.083319075
TCGA-F2-6879-01,0.0,0.11363299,0.0,0.0,6.74778e-05,0.05004721,0.0,0.0,0.0,0.1646148,0.011564329,0.0,0.04100435,0.0,0.0,0.0,0.0,0.13318425,0.0,0.0,0.010276719,0.0,0.015671737,0.07624845,0.0,0.24766219,0.012185684,0.10880446,0.10300877,0.012841187,0.0,0.09728668,0.0,0.03914219,0.0,0.12985374,0.07878621,0.045739114,0.0,0.0,0.089226305,0.0,0.07356056,0.0,0.09784629,0.06738283,0.0,0.0,0.06406882,0.0,0.012819527,0.0,0.0,0.04899724,0.06122381,0.0,0.13405788,0.0,0.11715877,0.07594671,0.02556357,0.0,0.0,0.0052428474,0.15704557,0.0,0.048251066,0.066227205,0.017930506,0.0,0.008468546,0.0,0.0,0.024473254,0.0,0.026378877,0.0,0.0,0.0,0.10335039,0.0,0.19372185,0.0,0.0053530876,0.20347972,0.0,0.0,0.0,0.16546787,0.06452333,0.0,0.0,0.0,0.1086592,0.0,0.0,0.0,0.0,0.14145933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1809704,0.0,0.26163006,0.0,0.0,0.0,0.14889894,0.046298612,0.0,0.0,0.010065207,0.0,0.0,0.0,0.027289415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025617933,0.0,0.0,0.05946501,0.0,0.051880814,0.0,0.0,0.0,0.01419148,0.0,0.0,0.0,0.04912601,0.051061217,0.0,0.0,0.12313266,0.0,0.0,0.0,0.21871129,0.0,0.10000385,0.087082796,0.046741713,0.10991919,0.05821123,0.19411293,0.008141852,0.0,0.0,0.0,0.0,0.054305214,0.004507442,0.0,0.10793426,0.01959085,0.0,0.0,0.061266746,0.0,0.0,0.12389142,0.0,0.033820335,0.039079867,0.0,0.0,0.0,0.0,0.14888248,0.07135563,0.026479905,0.014419556,0.0,0.0,0.1427442,0.06783904,0.0,0.057280026,0.0,0.0,0.0,0.0,0.0,0.24943696,0.31047937,0.015617929,0.0,0.15125412
TCGA-F2-6880-01,0.019971654,0.07830067,0.0,0.0,0.02178595,0.0,0.0,0.0,0.24796736,0.18668391,0.0,0.0,0.0,0.0,0.0,0.074033745,0.0,0.0,0.0235392,0.0,0.0,0.0,0.016267044,0.0,0.0,0.06315587,0.0,0.10195111,0.013589909,0.12336925,0.027395738,0.0,0.0,0.056296937,0.0,0.05150189,0.0,0.0,0.060094297,0.0,0.0,0.0,0.05245926,0.041854646,0.011490972,0.089612044,0.0,0.0,0.0,0.0,0.033110164,0.0,0.028374318,0.27616468,0.16682176,0.0,0.0,0.0029687216,0.003957135,0.0,0.19047597,0.0,0.01731074,0.0,0.09936772,0.0,0.020207226,0.08711436,0.023019183,0.0,0.045050673,0.0,0.0,0.10410216,0.030043006,0.0,0.0,0.0,0.021592556,0.0,0.0,0.18892185,0.06761675,0.0012467296,0.0,0.0,0.0,0.0693291,0.12729855,0.0,0.0,0.0,0.0,0.19655925,0.0,0.09315692,0.0,0.0,0.050892707,0.0,0.0,0.0,0.0,0.015807146,0.0,0.16172445,0.0,0.0,0.059657164,0.0076280823,0.0,0.0,0.0,0.010053249,0.0,0.049968913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06513042,0.07249007,0.0,0.017947348,0.0,0.108117804,0.14746836,0.0,0.04650482,0.0,0.14715752,0.0,0.0,0.20637622,0.0,0.0,0.093203194,0.0,0.20092951,0.094946474,0.0,0.0010558665,0.10779127,0.0,0.0,0.00055384426,0.007945711,0.0,0.3620841,0.022518191,0.0023559085,0.09337846,0.14474893,0.22770582,0.0,0.0,0.11265203,0.0,0.0,0.0,0.02237939,0.0,0.05060384,0.0,0.0,0.0,0.011100511,0.0,0.0015187509,0.0,0.0,0.011078065,0.0,0.034314245,0.04232984,0.04438511,0.0,0.05380451,0.0,0.05075377,0.0,0.0,0.0,0.107067175,0.11469288,0.004936723,0.0,0.0,0.0,0.0,0.08947034,0.0,0.07553296,0.24117528,0.0,0.0,0.05648152
TCGA-F2-7273-01,0.12311454,0.0,0.0,0.0,0.07481269,0.02317543,0.050463952,0.0,0.0,0.06690799,0.0,0.0,0.09330202,0.0,0.0,0.14874086,0.0,0.058694184,0.00690678,0.0,0.20592509,0.14572017,0.053175855,0.029254511,0.07642935,0.109741665,0.03367878,0.0,0.0544319,0.008020629,0.018069705,0.0,0.0,0.09162796,0.0,0.0,0.1753781,0.0,0.19047096,0.0,0.0,0.0,0.25994805,0.08155919,0.0,0.12612142,0.0,0.02108875,0.19672519,0.0,0.13227718,0.11353037,0.05437535,0.0,0.09988021,0.0,0.0026469966,0.10247379,0.113663524,0.017834019,0.12003475,0.0,0.010717492,0.14088112,0.09828027,0.0,0.122998446,0.04144192,0.0,0.0,0.0,0.0,0.0,0.0,0.08911324,0.08660641,0.0,0.0,0.086908594,0.050509904,0.0,0.0,0.13792808,0.0,0.0,0.0,0.0,0.0,0.051510215,0.0,0.0503039,0.0,0.096346006,0.10284769,0.0,0.037155412,0.0,0.0,0.18927401,0.0,0.0,0.0,0.0,0.0,0.018083278,0.0,0.1024825,0.0,0.016644316,0.0,0.0,0.1282579,0.0,0.16164453,0.0,0.06311503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03858859,0.0,0.0,0.0,0.25283864,0.12571405,0.0,0.0,0.0015750084,0.05711419,0.0,0.0145187555,0.0,0.035893403,0.0,0.0,0.0,0.101443864,0.10788205,0.0,0.0,0.20212963,0.0016483541,0.0,0.064309135,0.0385432,0.0,0.08499781,0.0,0.07794325,0.06289255,0.06986534,0.03495908,0.010772958,0.0,0.112989224,0.0,0.0,0.035296567,0.0,0.0,0.0,0.0,0.0,0.080053434,0.11013876,0.0,0.0,0.043350823,0.008649321,0.025487356,0.0,0.0,0.05011305,0.0,0.03790084,0.26451126,0.004971555,0.03293298,0.034085028,0.0,0.0,0.15833683,0.018487882,0.07030434,0.0,0.029008964,0.0,0.0,0.029700024,0.0,0.16541272,0.04050333,0.0,0.0,0.015504734
TCGA-F2-7276-01,0.13855085,0.037655212,0.00025030368,0.0,0.086721934,0.0,0.025691852,0.058419317,0.0,0.14767767,0.0,0.0,0.0974559,0.0018298469,0.0,0.0,0.0,0.07155106,0.0,0.0,0.15039308,0.020196091,0.016344499,0.0,0.009546861,0.11414804,0.15293373,0.0,0.1638617,0.05862101,0.0830345,0.032292064,0.0,0.0904189,0.0,0.07695543,0.19738203,0.0047368,0.061145198,0.0,0.02568011,0.0,0.083649926,0.0036839403,0.0,0.0,0.0,0.0,0.0633831,0.069148846,0.16516471,0.0,0.08719478,0.0,0.0,0.0,0.0,0.15907417,0.13216314,0.0,0.19218029,0.0,0.011542191,0.09148829,0.032740578,0.0,0.0121799875,0.0,0.0,0.018854316,0.063946456,0.0,0.0,0.027122712,0.15730602,0.06355492,0.0018914881,0.0,0.0,0.0,0.0,0.056274053,0.2754015,0.0,0.0,0.0,0.032494616,0.0035628334,0.0,0.052051272,0.1765201,0.0,0.10218606,0.20284784,0.0,0.18002968,0.15536956,0.0,0.0011621234,0.0,0.0,0.0,0.0,0.0,0.010426609,0.0,0.10765877,0.0,0.042639025,0.0,0.0,0.036626983,0.0,0.16966014,0.0158195,0.10508671,0.0,0.0,0.03177878,0.12607917,0.04630267,0.0,0.0,0.002826841,0.04630082,0.0,0.10300036,0.0,0.18497822,0.028944414,0.0,0.0,0.0,0.09554468,0.0,0.0,0.0,0.0,0.0,0.020511473,0.0,0.0,0.0933495,0.0,0.0,0.1924648,0.01081857,0.0,0.0,0.0,0.0,0.0,0.074506685,0.1234073,0.12159627,0.1407445,0.027901484,0.0,0.0,0.15945724,0.0,0.0,0.007103073,0.0,0.0,0.0,0.1137913,0.010125484,0.026314395,0.026082821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028822493,0.0,0.0,0.13430978,0.0,0.15614137,0.030804744,0.051093653,0.0,0.06949259,0.16754736,0.018104669,0.0,0.045455575,0.0,0.0,0.07814012,0.0,0.13485833,0.0,0.0,0.0,0.0
TCGA-F2-A44G-01,0.13019139,0.1409777,0.0,0.0,0.0,0.08870933,0.0,0.043231882,0.0,0.13523613,0.068056226,0.03886387,0.19815262,0.0,0.0,0.010511642,0.0,0.0600413,0.0,0.0,0.06649421,0.2679631,0.0,0.0,0.038052224,0.06725633,0.055138238,0.0,0.0,0.13540716,0.0,0.05817114,0.0,0.03629622,0.0,0.08443026,0.13027623,0.06757995,0.0,0.0,0.0,0.0,0.24963185,0.022313094,0.09495541,0.08185993,0.0,0.0,0.038990013,0.0,0.0,0.0,0.09851346,0.041276075,0.19811873,0.0,0.0,0.0,0.0,0.0843126,0.05542532,0.0,0.0,7.777354e-05,0.12070339,0.07463434,0.030289363,0.0,0.0,0.0,0.0,0.0,0.0,0.1434817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005683514,0.15220101,0.0,0.0,0.0,0.0,0.15888643,0.0,0.0,0.0,0.0033515443,0.052954257,0.000800411,0.017108096,0.0062581766,0.0,0.14448723,0.0,0.0,0.0,0.0,0.0,0.11308398,0.032110795,0.07235562,0.0,0.11123769,0.0,0.0,0.0,0.0,0.03569445,0.059791002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012308088,0.034134436,0.0,0.0859719,0.0,0.0,0.0,0.0,0.05519129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0498865,0.0,0.0,0.012277857,0.0,0.0,0.0,0.04703351,0.07449677,0.0,0.027527548,0.18750316,0.0,0.0,0.0,0.031341307,0.07697666,0.0,0.21932447,0.0,0.0,0.0,0.026443742,0.0,0.0,0.0,0.0,0.28454432,0.0002954957,0.0,0.04903138,0.0,0.0,0.019883823,0.0416408,0.17829221,0.0,0.103656046,0.0,0.11528506,0.0,0.16234347,0.28518778,0.024598049,0.016569557,0.0,0.0,0.0,0.11735495,0.13129945,0.17263061,0.1470116,0.067653075,0.0,0.08445587
