,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49,z50,z51,z52,z53,z54,z55,z56,z57,z58,z59,z60,z61,z62,z63,z64,z65,z66,z67,z68,z69,z70,z71,z72,z73,z74,z75,z76,z77,z78,z79,z80,z81,z82,z83,z84,z85,z86,z87,z88,z89,z90,z91,z92,z93,z94,z95,z96,z97,z98,z99,z100,z101,z102,z103,z104,z105,z106,z107,z108,z109,z110,z111,z112,z113,z114,z115,z116,z117,z118,z119,z120,z121,z122,z123,z124,z125,z126,z127,z128,z129,z130,z131,z132,z133,z134,z135,z136,z137,z138,z139,z140,z141,z142,z143,z144,z145,z146,z147,z148,z149,z150,z151,z152,z153,z154,z155,z156,z157,z158,z159,z160,z161,z162,z163,z164,z165,z166,z167,z168,z169,z170,z171,z172,z173,z174,z175,z176,z177,z178,z179,z180,z181,z182,z183,z184,z185,z186,z187,z188,z189,z190,z191,z192,z193,z194,z195,z196,z197,z198,z199
TCGA-HZ-7924-01,0.17200162,0.091939315,0.0,0.0,0.04960618,0.0,0.0,0.0,0.0,0.0,0.17391735,0.0,0.0,0.0,0.0,0.013169834,0.0,0.1421796,0.0,0.0,0.0,0.0,0.15243588,0.0,0.0,0.19734494,0.1288033,0.0,0.06524502,0.0,0.0,0.20985048,0.0,0.086427435,0.020321028,0.16139533,0.08347218,0.0,0.15519695,0.0,0.027484346,0.0,0.12327078,0.021239521,0.0047246707,0.15007037,0.0,0.0070193377,0.048882417,0.0,0.19245021,0.032152582,0.03506095,0.014729063,0.0,0.0,0.15151106,0.03134854,0.014857173,0.0,0.016160253,0.0,0.12864088,0.02243698,0.16429801,0.007851118,0.1935241,0.0,0.0,0.0,0.03182959,0.0,0.0,0.021399602,0.0,0.05203871,0.0,0.0,0.0,0.0,0.0,0.05577106,0.050275788,0.0,0.0,0.0,0.0,0.1266814,0.0,0.0,0.015258046,0.0,0.079465754,0.18012619,0.13004406,0.061060034,0.0,0.0,0.18629879,0.0,0.0,0.0,0.14287543,0.0,0.060437385,0.0,0.0,0.0,0.15664525,0.0,0.0,0.061300714,0.0,0.024889786,0.0,0.0,0.0,0.0,0.0599932,0.0,0.10969945,0.0,0.0,0.0,0.0,0.036052376,0.0,0.0,0.081649154,0.11307668,0.0,0.06698219,0.0,0.02203001,0.0,0.0,0.054586466,0.07020729,0.0,0.053747468,0.0,0.013414252,0.0,0.0,0.0,0.1737263,0.002469874,0.0,0.0,0.0,0.0,0.07907528,0.0,0.018307097,0.0,0.12967499,0.13263379,0.088618316,0.1664387,0.12166955,0.0,0.00017927006,0.02375723,0.017572599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004384689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078625344,0.1330027,0.0047081714,0.070010155,0.17535834,0.07448189,0.21861404,0.017906098,0.16868877,0.0,0.10008232,0.14807327,0.0036577135,0.025860459,0.085626155,0.0,0.0,0.01900481
TCGA-HZ-7925-01,0.0009911164,0.017879508,0.0,0.0,0.07051293,0.018543145,0.0,0.10427554,0.0,0.08101589,0.0,0.0,0.1013155,0.0,0.12592098,0.121091485,0.0,0.17283632,0.0,0.0,0.13399015,0.0,0.0,0.07887415,0.011758144,0.26224232,0.0,0.12580852,0.0,0.02569273,0.08259178,0.0,0.0,0.12788002,0.0,0.0,0.0108393375,0.073640294,0.13450104,0.0,0.0,0.0,0.07664361,0.0,0.0,0.19061512,0.0,0.016369876,0.052568167,0.063331805,0.07527627,0.0,0.012069783,0.010058393,0.07499956,0.0,0.0,0.0,0.03715416,0.0,0.14095463,0.0,0.004788694,0.030454673,0.06334421,0.007984281,0.18591926,0.0056319004,0.01583526,0.0,0.048045784,0.0008971017,0.0,0.024875542,0.009635458,0.10122782,0.0,0.0,0.0,0.0,0.0,0.02078725,0.05507667,0.0,0.060782425,0.0,0.003428758,0.14187793,0.19059218,0.0,0.07829187,0.0,0.0,0.06406099,0.0,0.16798581,0.0050255675,0.0,0.10729243,0.0,0.0,0.0,0.0,0.0,0.0,0.057641953,0.22056295,0.0,0.22735651,0.0,0.0,0.054326862,0.0138886245,0.0,0.0,0.0,0.0,0.0,0.0,0.04065736,0.037765764,0.0,0.0,0.0,0.05054716,0.0,0.04588006,0.0,0.04223064,0.10910671,0.090291016,0.0,0.13377233,0.0,0.0,0.063041724,0.0,0.0,0.0,0.0,0.0,0.07190529,0.13078256,0.0,0.0,0.09377933,0.0,0.0,0.0,0.085043415,0.025465576,0.06501137,0.0050817053,0.11934428,0.011406717,0.0,0.051963408,0.02477073,0.027209586,0.063306905,0.1112407,0.0,0.0715947,0.11732938,0.0042824736,0.0,0.031032639,0.0,0.007634616,0.030303683,0.0,0.0,0.1177253,0.0,0.0,0.0,0.0,0.0032924977,0.05484376,0.0,0.25945055,0.03339558,0.13847815,0.0,0.0,0.0,0.010969301,0.090477444,0.0835615,0.0,0.010304256,0.0,0.0,0.0,0.0023544505,0.11059099,0.32984245,0.0,0.0,0.055394698
TCGA-HZ-7926-01,0.03537708,0.068842,0.0,0.0,0.0,0.0,0.0,0.03628157,0.03633761,0.04266135,0.0,0.0,0.14660092,0.0,0.0,0.0,0.0,0.16425826,0.0,0.0,0.02368909,0.047925398,0.12770031,0.05410151,0.054507256,0.19116403,0.15174575,0.0,0.0,0.122940615,0.1958158,0.04014165,0.0,0.19823717,0.0,0.12892115,0.1852207,0.0,0.15122171,0.0,0.114805445,0.0,0.18479587,0.0,0.040036928,0.088093415,0.0,0.12700054,0.0020256103,0.026900345,0.03417101,0.0,0.080185115,0.17326549,0.15325317,0.0,0.16839667,0.15034974,0.0,0.072403476,0.06522513,0.0,0.032934047,0.025152186,0.28340936,0.0,0.04977209,0.10579486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021510765,0.0,0.0,0.0,0.08531351,0.0,0.0,0.0,0.082040034,0.0,0.06565335,0.10250485,0.06394994,0.0,0.089225926,0.10784712,0.027949922,0.08688064,0.0,0.0,0.1417598,0.0,0.020507187,0.0,0.0,0.0,0.08365047,0.0,0.19778886,0.0,0.049911886,0.0,0.0,0.09012876,0.0,0.0,0.0,0.086463936,0.0,0.0,0.0,0.0203706,0.0,0.0,0.0,0.0,0.0,0.0,0.08556359,0.0,0.014159785,0.07743964,0.16010597,0.0,0.038623504,0.0,0.0,0.0,0.0,0.038625762,0.0,0.0,0.0,0.06772136,0.0,0.0,0.0,0.229728,0.096787706,0.0,0.0,0.050927363,0.016637376,0.05152709,0.123112924,0.025856402,0.07583335,0.0,0.0,0.0006829421,0.057817254,0.022510637,0.0,0.06322744,0.0,0.05358044,0.041995484,0.0,0.0,0.12985218,0.0,0.080607675,0.0,0.0,0.0,0.0,0.04069609,0.0,0.0,0.0,0.052972924,0.04850457,0.1811756,0.07070526,0.0,0.0,0.0,0.022374416,0.0,0.024432397,0.004339545,0.0,0.09617507,0.0025405628,0.0,0.13868552,0.040046763,0.026788449,0.048016943,0.0,0.0,0.018469252
TCGA-HZ-8001-01,0.0,0.0,0.0,0.0,0.062261667,0.0,0.0470095,0.03707486,0.16164182,0.054494377,0.0,0.0,0.0,0.0,0.0,0.092183076,0.0,0.007608707,0.0,0.0,0.0,0.0772542,0.0,0.0,0.10710412,0.3211868,0.11206141,0.0,0.017993137,0.0,0.07946892,0.0,0.0,0.054722447,0.0,0.1164879,0.054252014,0.0,0.31119087,0.0,0.0,0.0,0.092127845,0.0,0.17451884,0.11109935,0.0,0.0,0.25548843,0.076165095,0.16160598,0.0,0.22763911,0.0,0.09293729,0.0,0.0,0.06829236,0.098739535,0.09000721,0.15772347,0.0,0.0,0.1551134,0.1291538,0.011542628,0.0010346996,0.03142214,0.0,0.05976355,0.0,0.0,0.0,0.040311415,0.0048487308,0.06617675,0.0,0.0149258785,0.022024924,0.0,0.0,0.042888757,0.13922992,0.025993466,0.005119035,0.0,0.0,0.0,0.15765527,0.10717343,0.0,0.009351295,0.0,0.12047678,0.015364485,0.0,0.0,0.024251778,0.119199395,0.0,0.0634988,0.0,0.0,0.0,0.04650121,0.06556179,0.0923058,0.01754077,0.074474,0.0,0.0,0.0027074127,0.0,0.051612474,0.0,0.0,0.0,0.0,0.0,0.13513887,0.0,0.021003854,0.0,0.0,0.070447445,0.0,0.07974823,0.0,0.037571155,0.09321555,0.0,0.0,0.0,0.051858295,0.0,0.0,0.0,0.0,0.0,0.019749315,0.08924064,0.11011381,0.0050541707,0.0,0.0,0.14023744,0.05741706,0.0,0.14042167,0.0,0.0,0.0,0.05420417,0.0,0.0,0.18332139,0.04433167,0.0,0.005205766,0.0,0.06480314,0.0,0.0,0.0,0.0,0.09556384,0.091299474,0.0,0.0,0.03653713,0.0,0.0,0.23154983,0.0,0.0035761262,0.0,0.0,0.0,0.06168826,0.0,0.17135389,0.020201039,0.0,0.009313674,0.030541573,0.0,0.039334744,0.0,0.10271314,0.0,0.0,0.0,0.032635156,0.0,0.0,0.0,0.05782603,0.05031359,0.0,0.0
TCGA-HZ-8002-01,0.0,0.0071239546,0.0,0.0,0.11206622,0.0,0.10818504,0.0,0.024722686,0.03195647,0.046904117,0.0,0.071081325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16404957,0.00532931,0.07202817,0.0,0.01889927,0.16900453,0.16592519,0.038750123,0.014688637,0.08901017,0.07269187,0.0,0.0,0.1012082,0.0,0.057875343,0.09382927,0.0,0.07852002,0.0,0.12216628,0.0,0.20975046,0.077759825,0.078062646,0.052332077,0.0,0.0,0.05261079,0.06226276,0.12141507,0.024164215,0.14741223,0.0,0.034064587,0.0,0.0,0.20485587,0.07471954,0.0,0.059374,0.0,0.094046794,0.06573393,0.0,0.0,0.10601011,0.16095817,0.0,0.0074541452,0.0,0.0,0.0023233898,0.05310199,0.07980379,0.106175095,0.0,0.040188886,0.0,0.0,0.0,0.0,0.030258868,0.0,0.0,0.0,0.09808475,0.0,0.029685916,0.0,0.11231401,0.0,0.01630826,0.11449322,0.0,0.14606266,0.012645598,0.0,0.17305207,0.0,0.0,0.0,0.0,0.0,0.0,0.0324275,0.048228413,0.0,0.07056994,0.016105821,0.0,0.10376933,0.0,0.14145717,0.0,0.09799265,0.0,0.0,0.04103218,0.11455962,0.03394947,0.0,0.0,0.0,0.08040848,0.0,0.0,0.0,0.03645149,0.05197929,0.0,0.0,0.0,0.053753752,0.0,0.0,0.1124179,0.0,0.006663958,0.0,0.0,0.110770635,0.028834479,0.0,0.0,0.22526065,0.091299355,0.0,0.012831547,0.0,0.0,0.0,0.045434386,0.010596409,0.0,0.0,0.0,0.0,0.0,0.2605367,0.09716017,0.0,0.0,0.0,0.01356712,0.0,0.026057808,0.0,0.12173554,0.14406835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09721991,0.20087983,0.11620593,0.22450884,0.036591306,0.0,0.0,0.0,0.13560185,0.25490722,0.0,0.10601312,0.0,0.0,0.0,0.0,0.121428326,0.0,0.0,0.0,0.0
TCGA-HZ-8003-01,0.0,0.013982008,0.0,0.0,0.058514882,0.0,0.017090594,0.0,0.0,0.11602961,0.1180241,0.0,0.080784746,0.0,0.0,0.028499346,0.0,0.0045640296,0.0,0.02214476,0.1474081,0.05008706,0.112186976,0.048272464,0.18081397,0.081865445,0.11779727,0.040920738,0.07713098,0.18298888,0.0,0.0,0.0,0.2906343,0.0,0.08308256,0.02497172,0.09605061,0.09674671,0.0,0.122949384,0.0,0.18375233,0.0,0.021934059,0.029570797,0.0,0.122551665,0.0,0.0016787717,0.02548166,0.0,0.11668393,0.09638319,0.117399566,0.0,0.0,0.080143355,0.17363662,0.0,0.08453075,0.0,0.18856871,0.09031476,0.08791341,0.055871997,0.037271593,0.0,0.0,0.02833021,0.01779467,0.0,0.0,0.0,0.0,0.0,0.022766858,0.0,0.0,0.021937352,0.0,0.012967195,0.11618074,0.0,0.14112896,0.0,0.077689104,0.0,0.22223522,0.0,0.039761927,0.0,0.15729462,0.14558825,0.010507358,0.09832916,0.0,0.0,0.040216457,0.0,0.017403273,0.051436402,0.0,0.0,0.0,0.0,0.0,0.0,0.0023347663,0.0,0.0,0.0,0.0,0.13811599,0.00047214233,0.0024532399,0.0,0.0,0.0,0.096603066,0.0,0.0,0.0,0.0,0.12252839,0.0,0.0,0.0,0.13714942,0.008091242,0.0,0.0,0.048186984,0.044853576,0.0,0.0,0.0,0.0,0.0,0.0,0.15055157,0.11583493,0.12120069,0.0,0.0,0.18693683,0.09712667,0.0,0.0,0.0,0.0,0.15831812,0.0,0.11269162,0.0,0.0054781227,0.054174673,0.0,0.0,0.0,0.060946796,0.0,0.0,0.07675119,0.0,0.024388004,0.0,0.0,0.029522175,0.12643206,0.0,0.0,0.02233951,0.0,0.07484039,0.0,0.0,0.06545112,0.0,0.072940536,0.12117044,0.0,0.04771482,0.042420547,0.0,0.0,0.20945898,0.05530188,0.13850145,0.0,0.0,0.0,0.0,0.0,0.0,0.091623224,0.091671035,0.04281607,0.0,0.1126278
TCGA-HZ-8005-01,0.0,0.008352701,0.0,0.0,0.006786535,0.026753144,0.0,0.05591063,0.041038882,0.022159321,0.11331928,0.0005725055,0.024985377,0.0,0.0,0.0,0.0,0.0,0.024252353,0.012879869,0.07996288,0.06145865,0.0,0.016605962,0.0,0.27350384,0.0,0.0,0.1463906,0.13145906,0.0,0.0,0.0,0.11494148,0.0,0.03712743,0.014821816,0.0,0.02647705,0.0,0.0,0.0,0.0,0.0,0.004401759,0.0,0.0,0.19867042,0.10489728,0.082232594,0.11195925,0.0,0.143663,0.094503,0.043548804,0.0,0.0,0.027371429,0.0,0.0,0.020164542,0.0,0.0,0.0,0.0037779724,0.0,0.04643271,0.08456903,0.10639526,0.08644803,0.0,0.0,0.0,0.13438304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1298073,0.024488503,0.0,0.0,0.0,0.08882709,0.0,0.047601584,0.10906751,0.066468105,0.0,0.038427614,0.17167854,0.041265007,0.0007185492,0.0,0.0,0.1396147,0.024674976,0.06165522,0.0,0.0,0.07614893,0.1032971,0.016408775,0.02307824,0.0,0.16631977,0.0,0.0,0.0,0.013260712,0.051452175,0.0,0.0,0.031211771,0.0,0.0,0.1584415,0.0,0.0,0.0,0.0,0.0,0.0,0.14819595,0.0,0.08437717,0.046032988,0.0,0.0,0.0,0.0,0.0,0.043095734,0.0,0.0,0.0,0.0,0.0,0.17641863,0.03160955,0.0165312,0.0,0.11337151,0.0,0.0,0.0,0.0779488,0.0,0.0,0.09609116,0.0,0.048421428,0.06405985,0.18110316,0.061288882,0.0,0.13897938,0.13981968,0.0,0.006128552,0.0,0.0,0.102524795,0.012472358,0.0,0.0,0.2454386,0.0,0.0,0.16319081,0.0,0.09707749,0.0,0.0,0.112164915,0.0,0.0,0.24274251,0.04052295,0.14084096,0.11473131,0.0,0.0,0.08206564,0.13424811,0.012583558,0.0,0.07353717,0.0,0.08285132,0.02463338,0.0,0.16667773,0.2482638,0.0,0.0,0.037899315
TCGA-HZ-8315-01,0.0,0.0060887346,0.0,0.0,0.012980261,0.0,0.086336896,0.063589536,0.0,0.0,0.0,0.0,0.0,0.0,0.018733688,0.024747424,0.0,0.06005835,0.0,0.0,0.114936896,0.0,0.052153245,0.0,0.06901794,0.20175606,0.0,0.05047482,0.00901524,0.14452465,0.024743449,0.103297204,0.0,0.0945036,0.0,0.062380143,0.14932828,0.09735222,0.04311556,0.0,0.0,0.0,0.08442029,0.0,0.10643751,0.019002935,0.0,0.0032272374,0.04387803,0.11574371,0.0,0.0357413,0.0010207004,0.14577211,0.0,0.0,0.002124596,0.2399856,0.0,0.014492916,0.18534839,0.0,0.054852556,0.07205617,0.13265309,0.0,0.0,0.00849683,0.0,0.0,0.0,0.0,0.0,0.13649519,0.0029673642,0.068938136,0.03139074,0.0,0.0,0.0,0.0,0.024270719,0.041415617,0.0,0.0,0.0,0.0,0.0,0.0,0.058988973,0.09364553,0.0,0.15043452,0.23587437,0.041029863,0.054722488,0.0,0.057052445,0.2664156,0.0,0.0110119665,0.0,0.0,0.0,0.04655246,0.031937797,0.07551985,0.0,0.16441382,0.0,0.0,0.0,0.0,0.15987574,0.0,0.0,0.0,0.0,0.0,0.071464635,0.024480674,0.0,0.0,0.0,0.015159934,0.0,0.0,0.0,0.18317945,0.0947735,0.0,0.0,0.0,0.0,0.0,0.052868016,0.071774036,0.091092065,0.0,0.0,0.0,0.14917083,0.03560524,0.0,0.0,0.19676283,0.0,0.0,0.053901218,0.001215593,0.0,0.10357948,0.0,0.08326926,0.013471886,0.12415992,0.038274143,0.0,0.0,0.13231039,0.06443788,0.03747192,0.0,0.08776491,0.0,0.026685586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23103325,0.0,0.0,0.120897196,0.014993315,0.0,0.17494379,0.06473102,0.08400865,0.0,0.0,0.0,0.17052063,0.0877626,0.18223839,0.020966379,0.0,0.0,0.0,0.0,0.0,0.0,0.17856877,0.014173998,0.0,0.0
TCGA-HZ-8317-01,0.0,0.0065209554,0.0,0.0,0.067201056,0.0,0.04933414,0.0,0.13194686,0.07868628,0.0,0.0,0.25985816,0.0,0.03391283,0.015240159,0.0,0.0073609003,0.026020488,0.0,0.0,0.046641782,0.15273349,0.0,0.027505098,0.16091485,0.0,0.20474261,0.05121278,0.0814967,0.011948728,0.0913495,0.0,0.16842133,0.0,0.14479306,0.061765037,0.065473445,0.14026983,0.0010258328,0.059174154,0.0,0.0,0.013859324,0.048852935,0.12887062,0.0,0.10886259,0.033299904,0.0,0.0,0.0,0.0,0.0,0.13208866,0.0,0.14471263,0.19597767,0.025075546,0.0,0.10940731,0.0,0.0014408219,0.029181575,0.19831493,0.0,0.0,0.105869636,0.0,0.00023539866,0.073784694,0.0,0.0,0.037027765,0.0,0.0,0.0,0.055609394,0.0,0.0,0.0,0.07231371,0.15956476,0.0,0.16183847,0.0,0.0701556,0.018763542,0.0010718785,0.065726966,0.0,0.0,0.019073786,0.17613009,0.0,0.0,0.023206456,0.0,0.11094442,0.0,0.0,0.0,0.060691364,0.0,0.0,0.080049545,0.0,0.0,0.037329063,0.0,0.061988905,0.0,0.0,0.041367296,0.0,0.14584263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10912745,0.005627707,0.041706067,0.0,0.13560039,0.16998817,0.0,0.0,0.012781511,0.32153586,0.0,0.0,0.027081203,0.0,0.0,0.0,0.0,0.049566507,0.045164123,0.0,0.0,0.14769204,0.042741664,0.0,0.044440553,0.0,0.0,0.05234857,0.016628208,0.0,0.0,0.072446756,0.0,0.0,0.0,0.0,0.17631826,0.0,0.0,0.083140016,0.0,0.0,0.0,0.0,0.057633303,0.0,0.0,0.0,0.0,0.023455909,0.0,0.0,0.0,0.038474236,0.061002415,0.045102555,0.12927452,0.0,0.115290344,0.036193274,0.0,0.043562528,0.1818533,0.0,0.11106776,0.0,0.0635173,0.0,0.0,0.02046569,0.081607595,0.10890905,0.1365611,0.050009932,0.0,0.0
TCGA-HZ-8519-01,0.0,0.0,0.0,0.0,0.07047533,0.0,0.10757882,0.0034558107,0.04693119,0.0,0.07085249,0.0,0.0259729,0.0,0.0,0.0,0.0,0.10114799,0.0,0.0,0.17627183,0.0,0.094439365,0.0,0.123896986,0.20374258,0.06813901,0.122458115,0.06907173,0.059863582,0.06402561,0.10224969,0.0,0.012465793,0.02773377,0.26418906,0.17090538,0.015844615,0.101615705,0.0,0.0,0.0,0.15174933,0.014942118,0.0045317626,0.0,0.0,0.03591515,0.08263007,0.0,0.0077188825,0.0069031278,0.08260416,0.077584445,0.07756378,0.0,0.0,0.13656698,0.023962364,0.07580803,0.12776144,0.0,0.11023778,0.075617515,0.012814638,0.0015207147,0.03226127,0.0,0.0,0.0,0.0,0.0,0.0064954637,0.12765837,0.029460091,0.0065464703,0.0,0.010057749,0.0,0.028465537,0.0,0.03842083,0.22332703,0.02673461,0.14596957,0.0,0.14194964,0.026004827,0.09903641,0.03900319,0.06129116,0.0,0.0,0.07560482,0.0,0.06255132,0.025805237,0.0,0.12646998,0.0,0.042132314,0.0,0.087602824,0.0,0.03723623,0.0,0.011174483,0.0,0.0,0.0,0.0,0.060029782,0.0,0.19951932,0.0,0.0,0.0,0.0,0.00860959,0.0,0.11928648,0.0,0.0,0.0,0.0,0.04170165,0.09977453,0.0,0.028820857,0.11725278,0.080060035,0.0,0.07150035,0.049286813,0.040134333,0.0,0.05346757,0.0,0.04806686,0.18407522,0.0,0.0,0.06424908,0.0,0.0,0.2374378,0.19310772,0.0,0.06402741,0.042808164,0.09396664,0.0023046427,0.0,0.042416163,0.03549031,0.0,0.05637091,0.015722789,0.0,0.22865017,0.03964507,0.00021658384,0.067674085,0.0,0.0,0.0,0.0,0.041392535,0.091129586,0.021129798,0.03399188,0.0,0.0,0.0,0.09871794,0.0,0.04161282,0.019115381,0.027936598,0.0,0.20288648,0.0,0.07734246,0.020833105,0.0,0.0,0.120291054,0.048225395,0.05491073,0.0,0.0,0.0,0.0,0.0,0.0,0.16162784,0.07224639,0.03056498,0.0,0.0
TCGA-HZ-8636-01,0.0,0.041400697,0.0,0.0,0.0,0.06624659,0.0,0.0,0.0,0.0,0.0,0.0,0.059889045,0.0,0.0,0.07602608,0.0,0.0,0.0050963517,0.0,0.16694319,0.0,0.16236983,0.0,0.062929675,0.12905279,0.1077418,0.030293323,0.0,0.060157467,0.0,0.022514923,0.0,0.0,0.0,0.19480732,0.10004654,0.0054692533,0.06917085,0.0,0.0,0.0,0.02770112,0.0,0.0,0.0,0.0,0.012642358,1.382658e-05,0.027571615,0.0,0.0,0.0,0.018888233,0.24743319,0.000815471,0.09493393,0.09005463,0.15428494,0.0,0.021899384,0.0,0.10036138,0.0,0.1500175,0.0,0.0,0.0,0.0,0.0,0.0126250405,0.0,0.0,0.06515489,0.0,0.046760205,0.0,0.0,0.0,0.10384405,0.0,0.0,0.0,0.0,0.13936765,0.0,0.0,0.0,0.08167932,0.0,0.05835592,0.0,0.0,0.20337674,0.06413706,0.02332246,0.10815383,0.0,0.19546492,0.0,0.10266072,0.0,0.0,0.0,0.10729832,0.0,0.0,0.0,0.18482006,0.0,0.0,0.0,0.11713878,0.0,0.078264154,0.066748396,0.0,0.0,0.0,0.019010482,0.22010802,0.0,0.015237823,0.0,0.0,0.0,0.060672652,0.0,0.0049312813,0.0,0.0,0.0,0.0,0.0,0.0,0.0076217484,0.0,0.0,0.0,0.0,0.0,0.0014015329,0.045069646,0.011172224,0.0,0.32724348,0.0,0.0,0.0,0.0,0.052299727,0.03204937,0.011391951,0.075435184,0.14304385,0.20179784,0.14193575,0.0,0.0,0.0,0.0033210937,0.19649771,0.03671068,0.0,0.0,0.0,0.0,0.0,0.0,0.08232247,0.0,0.0,0.04746583,0.0,0.17619821,0.0,0.0,0.078060865,0.10733212,0.13363267,0.22945492,0.0,0.019613545,0.01529159,0.0,0.0,0.041860394,0.1078133,0.092562206,0.01274696,0.0075501855,0.0,0.0008281286,0.0,0.0,0.1388115,0.12609401,0.0,0.024232283,0.0
TCGA-HZ-8637-01,0.0,0.0,0.0,0.0,0.025800085,0.0,0.0,0.0,0.0,0.0068212,0.1496647,0.0,0.02567353,0.0,0.0,0.0,0.0,0.022698477,0.0,0.0,0.08670325,0.26538017,0.10493505,0.0,0.004903343,0.18988386,0.11887879,0.0,0.0,0.11965712,0.0,0.04764676,0.0,0.09590211,0.0,0.010762705,0.082914144,0.058382288,0.041657593,0.0,0.0,0.0,0.16379775,0.0,0.10052862,0.11027345,0.0,0.040894862,0.079602934,0.0,0.20021535,0.0,0.09364649,0.048471563,0.14166893,0.0,0.0,0.061664496,0.07167655,0.10697823,0.04521752,0.0,0.022445243,0.06124386,0.06376737,0.0,0.0019472559,0.0,0.00845129,0.0,0.0,0.0,0.0,0.03895717,0.0,0.0,0.0,0.045873687,0.0,0.0,0.0,0.0,0.15432762,0.0032072174,0.14263466,0.027568294,0.0,0.0,0.07769749,0.0,0.17483032,0.083565675,0.07388681,0.13676333,0.123231545,0.07682889,0.0,0.0,0.25759295,0.0,0.0,0.0,0.0,0.0,0.023814391,0.054301985,0.06621121,0.0,0.005438001,0.0,0.0,0.0,0.0,0.12982778,0.054274656,0.10665273,0.10734476,0.0,0.0,0.08872178,0.016608575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25196657,0.12761286,0.073525764,0.0,0.0,0.09208778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016885513,0.0,0.051006325,0.0,0.16404311,0.09228932,0.0,0.04003155,0.0,0.0,0.023656132,0.13573173,0.02732991,0.0,0.071096145,0.0049834894,0.08748714,0.10648727,0.124100566,0.0,0.0,0.0,0.03710417,0.0,0.0,0.09946785,0.0,0.0,0.13484752,0.0,0.0,0.076919794,0.040565293,0.0,0.0,0.0,0.06430524,0.1512698,0.01149302,0.19173154,0.0,0.0036954356,0.0,0.0,0.0,0.10900322,0.14000398,0.0,0.0,0.0007479183,0.0,0.0,0.0,0.0,0.041699138,0.18107551,0.13103178,0.0,0.0
TCGA-HZ-8638-01,0.036950845,0.0,0.0,0.0,0.0,0.08247072,0.0,0.0,0.0,0.0,0.009210882,0.0,0.0,0.0,0.0,0.0015138218,0.012669375,0.03354053,0.0,0.0,0.0074056094,0.0,0.0,0.0,0.0,0.24406776,0.035478394,0.0,0.0,0.12829404,0.031932585,0.1331586,0.0,0.09156819,0.0,0.12641124,0.32100624,0.0,0.055037174,0.0,0.0,0.0,0.010768624,0.12267381,0.0,0.048151966,0.0,0.0,0.0,0.0,0.23157178,0.114067465,0.028405888,0.0,0.14356384,0.0,0.20662205,0.11036025,0.0,0.08730524,0.0458072,0.0,0.0031353165,0.001196743,0.16733477,0.0,0.072301045,0.0,0.0,0.0,0.0,0.0029161002,0.018277204,0.082375996,0.0,0.0,0.0,0.0,0.055495307,0.0,0.0,0.067871414,0.0,0.0,0.0,0.0,0.04087313,0.07675802,0.050174776,0.021037107,0.16244549,0.0,0.0,0.12197056,0.024712812,0.10358796,0.0,0.0,0.19195205,0.0,0.0,0.0,0.11085943,0.0,0.021193923,0.0,0.0,0.0,0.046832096,0.0,0.0,0.0,0.0,0.04816494,0.0,0.0,0.0,0.0,0.057511363,0.0,0.0,0.0,0.14473096,0.0,0.0,0.0,0.0,0.0,0.0,0.10711315,0.0,0.0,0.0,0.058121927,0.0,0.0,0.11835693,0.089528106,0.0,0.0,0.008904449,0.057386436,0.0,0.08514049,0.0,0.287713,0.07842859,0.0,0.05973215,0.014572366,0.121481374,0.13561513,0.0,0.0,0.0,0.054681733,0.08774823,0.02550857,0.11835314,0.018802302,0.0,0.0,0.0,0.0,0.0,0.0,0.030788185,0.022018274,0.006625238,0.0,0.0,0.0,0.0,0.17544074,0.0,0.0045542815,0.0,0.021362733,0.0,0.12136865,0.20296149,0.0,0.0,0.0,0.0,0.13031712,0.18419176,0.04392904,0.11135039,0.0,0.072589055,0.0,0.072433695,0.068251826,0.0,0.009113061,0.15270744,0.08022467,0.0,0.07936219
