fold,c_index,logrank_p,abs_log10_p
0,0.5286458333333334,0.7752255459694994,0.1105719244366659
1,0.5718654434250765,0.15009730350740683,0.8236271097712051
2,0.6645962732919255,0.04124014636984798,1.3846798019844355
3,0.6291208791208791,0.1903324536180151,0.7204871537753448
4,0.48158640226628896,0.82291215749226,0.08464652147359653
